file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,storage_fluxes,,,,vertical_advection_fluxes,,gas_densities_concentrations_and_timelags,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,variances,,,,,,covariances,,,custom_variables,
15790_RAW_20Hz_2024-11-15-0730.csv,2024-11-15,07:30,320.3124,0,36000,36000,-0.366539E-01,1,0.351052,1,10.8928,1,4.44873,1,0.243578,1,-0.292672,-32.6149,-2.04228,-0.729315,0.176640E-09,0.210098E-11,17.8831,418.022,420.110,0.00000,1,212.705,4.97202,4.99687,0.00000,1,282.256,280.935,99921.8,1.23679,1007.96,0.233752E-01,0.157839E-01,0.383294E-02,496.946,1054.09,0.309911E-02,47.1444,557.149,270.338,-2.99295,-2.25148,-0.190989,3.75012,0.113780E-12,0.987746E-14,3.75012,5.94108,55.9385,216.953,-2.91927,-9999,0.172152,0.384448,-1265.77,-0.658332E-01,0.322279E-01,-0.163576E-02,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.366539E-01,1.00000,0.985755,1.00000,10.8291,1.00000,4.32897,1.00000,0.242154,1.00000,800000099,800000099,800000099,800001099,800010099,800010099,899999999,899999999,89999,89999,89,89,30,43,23,190,28,42,0.572291,0.150971,0.456344E-01,0.301598E-02,0.109935E-01,39.5592,0.790735E-03,0.432897E-02,0.242154,791.086
15790_RAW_20Hz_2024-11-15-0800.csv,2024-11-15,08:00,320.3332,1,36000,36000,-0.840431E-02,1,1.04474,1,-1.32817,2,-1.70280,2,-0.297006E-01,2,2.06443,-32.1115,-6.64525,-0.718077,0.133856E-09,0.150543E-11,17.7638,415.226,417.174,0.00000,1,199.783,4.66989,4.69180,0.00000,1,282.235,280.965,99934.2,1.23695,1007.80,0.233748E-01,-0.192460E-02,0.360009E-02,466.807,1056.24,0.291046E-02,44.1952,589.432,269.500,-3.16764,-2.56578,-0.171674,4.08003,0.129533E-12,0.753534E-14,4.08003,5.63810,53.7150,219.007,-2.41153,-9999,0.824281E-01,0.198523,-46.6897,-1.78476,-0.786604,-0.101674E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.840431E-02,1.00000,0.967347,1.00000,-1.34862,1.00000,-1.74345,1.00000,-0.301578E-01,1.00000,800000099,800000099,800000099,800000099,800010099,800110099,899999999,899999999,89999,89999,89,89,29,37,33,110,3,0,0.271263,0.991398E-01,0.266430E-01,0.101946E-02,0.140146E-01,23.5024,0.775993E-03,-0.174345E-02,-0.301578E-01,785.813
15790_RAW_20Hz_2024-11-15-0830.csv,2024-11-15,08:30,320.3541,1,36000,36000,-0.250204E-01,0,0.489902E-01,2,6.54782,1,3.89996,1,0.146426,1,1.68519,-1.71348,6.74462,-0.383177E-01,-0.295023E-09,-0.328411E-11,17.8843,418.064,420.018,0.00000,1,199.083,4.65377,4.67553,0.00000,1,282.250,280.989,99937.5,1.23689,1007.79,0.233761E-01,0.948840E-02,0.358747E-02,465.211,1057.99,0.290039E-02,43.9711,592.782,269.454,-2.33449,-1.97441,-0.131303,3.06029,0.211159E-13,-0.164962E-13,3.06029,4.70210,52.2791,220.223,-2.45905,-9999,0.142227,0.187777,-5115.05,-0.162911E-01,0.748191E-02,-0.276330E-03,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.250204E-01,1.00000,0.430550,1.00000,6.51610,1.00000,3.83623,1.00000,0.145717,1.00000,800000099,800000099,800000099,800000099,800010099,801111199,899999999,899999999,89999,89999,89,89,27,49,22,139,31,43,0.230132,0.114646,0.307758E-01,0.287727E-02,0.213231E-01,28.9942,0.345401E-03,0.383623E-02,0.145717,791.146
15790_RAW_20Hz_2024-11-15-0900.csv,2024-11-15,09:00,320.3749,1,36000,36000,-0.111387,0,2.96159,1,27.0557,0,18.3911,0,0.605126,0,10.8930,-24.6076,-9.21496,-0.550370,0.273886E-09,0.292415E-11,17.7073,414.184,416.023,0.00000,1,189.053,4.42205,4.44169,0.00000,1,282.335,281.147,99931.7,1.23624,1007.67,0.233905E-01,0.392121E-01,0.340674E-02,442.021,1069.40,0.275574E-02,41.3338,627.374,268.774,-1.36462,-2.27008,-0.229689E-01,2.64877,0.502780E-13,0.154674E-13,2.64877,5.17836,33.8040,238.989,-0.496850,-9999,0.300170,0.457863,-795.353,-0.104771,0.109463,-0.792027E-02,0,444.395,-67.4386,152.546,379.862,579.313,812.495,1217.27,-0.111387,1.00000,4.53895,1.00000,26.8646,1.00000,17.9907,1.00000,0.600851,1.00000,800000099,800000099,800000099,800000099,800000099,800010099,899999999,899999999,89999,89999,89,89,10,25,4,134,0,0,0.496902,0.271932,0.146891,0.546342E-02,0.455471E-01,49.9376,0.364366E-02,0.179907E-01,0.600851,783.370
15790_RAW_20Hz_2024-11-15-0930.csv,2024-11-15,09:30,320.3957,1,36000,36000,0.141813,1,2.33691,0,11.7229,0,5.14345,0,0.262178,0,-4.35676,-13.7529,-2.52429,-0.307578,-0.811829E-10,-0.843537E-12,17.6645,413.121,414.902,0.00000,1,183.545,4.29257,4.31107,0.00000,1,282.260,281.084,99924.2,1.23648,1007.59,0.233870E-01,0.169891E-01,0.330748E-02,429.047,1064.82,0.267491E-02,40.2928,635.776,268.379,-1.36639,-2.68437,0.177134E-01,3.01217,-0.242439E-13,-0.459581E-14,3.01217,5.13153,30.1591,243.023,0.336937,-9999,0.338660,0.403385,-1447.44,-0.575708E-01,0.199345,-0.553867E-02,0,507.762,-77.0549,174.298,434.028,661.920,928.352,1390.84,0.141813,1.00000,3.02015,1.00000,11.6178,1.00000,4.91724,1.00000,0.259828,1.00000,800000099,800000099,800000099,800000099,800010099,800010099,899999999,899999999,89999,89999,89,89,13,3,2,128,35,28,0.404837,0.267946,0.133986,0.150280E-02,0.223019E-01,38.8394,0.242413E-02,0.491724E-02,0.259828,781.448
15790_RAW_20Hz_2024-11-15-1000.csv,2024-11-15,10:00,320.4166,1,36000,36000,0.876608E-01,1,5.74721,1,11.4790,1,6.03479,1,0.256736,1,3.64589,-23.4258,-10.4511,-0.523934,-0.208313E-09,-0.207536E-11,17.4738,408.721,410.392,0.00000,1,174.086,4.07198,4.08862,0.00000,1,282.259,281.136,99927.8,1.23640,1007.47,0.233906E-01,0.166365E-01,0.313704E-02,407.013,1068.65,0.253724E-02,38.0867,661.636,267.684,-1.17157,-1.98983,-0.504096E-01,2.30966,0.529449E-13,-0.119215E-13,2.30966,4.27242,33.6144,239.511,-1.25061,-9999,0.266271,0.360174,-286.063,-0.291300,0.500670,-0.173277E-01,0,489.262,-74.2473,167.948,418.213,637.802,894.526,1340.16,0.876608E-01,1.00000,6.41627,1.00000,11.3045,1.00000,5.64306,1.00000,0.252834,1.00000,800000099,800000099,800000099,800000099,800010099,800010099,899999999,899999999,89999,89999,89,89,6,1,4,38,18,28,0.395257,0.234209,0.908821E-01,0.728025E-02,0.291188E-02,7.06680,0.515099E-02,0.564306E-02,0.252834,773.020
15790_RAW_20Hz_2024-11-15-1030.csv,2024-11-15,10:30,320.4374,1,36000,36000,0.105154,1,1.44218,2,0.878443,2,0.597599,2,0.196480E-01,2,3.90969,-1.16992,-0.754541,-0.261675E-01,0.819778E-09,0.815146E-11,17.4570,408.403,410.068,0.00000,1,173.584,4.06096,4.07752,0.00000,1,282.292,281.193,99930.0,1.23618,1007.47,0.233948E-01,0.127319E-02,0.312799E-02,405.920,1072.77,0.253036E-02,37.8386,666.846,267.648,-0.825874,-2.12982,0.747017E-01,2.28556,-0.105793E-12,0.469597E-13,2.28556,4.67418,25.2059,248.805,1.87300,-9999,0.291656,0.277642,-1498.12,-0.556230E-01,1.64174,-0.397040E-02,0,519.859,-78.8906,178.451,444.368,677.689,950.468,1423.97,0.105154,1.00000,1.49338,1.00000,0.842915,1.00000,0.517682,1.00000,0.188534E-01,1.00000,800000099,800000099,800000099,800000099,800000099,800010099,899999999,899999999,89999,89999,89,89,47,23,3,100,25,79,0.272228,0.189362,0.936939E-01,0.504674E-02,0.123543E-02,2.15333,0.119911E-02,0.517682E-03,0.188534E-01,772.295
15790_RAW_20Hz_2024-11-15-1100.csv,2024-11-15,11:00,320.4582,1,36000,36000,-0.129378,1,20.7551,1,9.97464,1,-0.217641E-01,1,0.223137,1,11.5043,8.75230,3.59239,0.195793,0.119166E-09,0.120454E-11,17.5079,409.917,411.623,0.00000,1,176.971,4.14347,4.16071,0.00000,1,282.453,281.359,99910.1,1.23516,1007.52,0.234133E-01,0.144593E-01,0.318902E-02,414.086,1084.97,0.258186E-02,38.1655,670.887,267.910,-0.937198,-1.59312,0.270872E-01,1.84854,0.710308E-13,0.680643E-14,1.84854,4.07852,32.8484,239.533,0.839603,-9999,0.323644,0.451593,-142.224,-0.585905,2.08079,-0.515324E-01,0,557.432,-84.5925,191.348,476.485,726.669,1019.16,1526.89,-0.129378,1.00000,21.3369,1.00000,9.46437,1.00000,-1.15107,1.00000,0.211722,1.00000,800000099,800000099,800000099,800000099,800000099,800010099,899999999,899999999,89999,89999,89,89,22,23,2,109,67,49,0.536742,0.269541,0.969029E-01,0.205278E-01,0.777944E-03,4.01412,0.171457E-01,-0.115107E-02,0.211722,774.611
15790_RAW_20Hz_2024-11-15-1130.csv,2024-11-15,11:30,320.4790,1,36000,36000,-0.752120E-01,1,10.8862,1,3.14159,1,0.556667,2,0.702858E-01,1,7.26243,7.19517,0.472089,0.160975,-0.962425E-10,-0.988285E-12,17.5054,410.116,411.851,0.00000,1,179.757,4.21136,4.22917,0.00000,1,282.558,281.464,99884.6,1.23436,1007.56,0.234280E-01,0.455452E-02,0.323923E-02,420.762,1092.75,0.262423E-02,38.5050,671.984,268.121,-1.88968,-1.55640,-0.141403,2.45220,0.135461E-13,-0.549788E-14,2.45220,4.25689,52.1913,219.476,-3.30574,-9999,0.246844,0.415356,-120.287,-0.692759,3.46517,-0.354602E-01,0,560.625,-85.0771,192.445,479.214,730.832,1025.00,1535.64,-0.752120E-01,1.00000,11.0695,1.00000,2.87849,1.00000,-0.165568E-01,1.00000,0.643996E-01,1.00000,800000099,800000099,800000099,800000099,800010099,811110099,899999999,899999999,89999,89999,89,89,13,22,17,102,50,23,0.536695,0.238445,0.555710E-01,0.216323E-01,0.919686E-03,2.67659,0.890055E-02,-0.165568E-04,0.643996E-01,774.544
15790_RAW_20Hz_2024-11-15-1200.csv,2024-11-15,12:00,320.4999,1,36000,36000,-0.112414,1,32.9388,1,7.63327,1,0.915476,1,0.170814,1,15.5644,6.52299,-0.708863,0.145968,0.921068E-09,0.960355E-11,17.4760,409.817,411.576,0.00000,1,182.214,4.27297,4.29131,0.00000,1,282.804,281.690,99869.4,1.23315,1007.59,0.234503E-01,0.110687E-01,0.328349E-02,426.854,1109.59,0.266268E-02,38.4696,682.734,268.311,-1.28005,-0.930846,-0.722667E-01,1.58437,-0.457201E-13,0.527048E-13,1.58437,4.50263,60.3749,216.025,-2.61430,-9999,0.301928,0.684957,-72.7418,-1.14556,4.31516,-0.878016E-01,0,507.399,-76.9998,174.174,433.717,661.446,927.688,1389.85,-0.112414,1.00000,33.3846,1.00000,6.83434,1.00000,-0.799196,1.00000,0.152936,1.00000,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,11,12,8,20,45,30,0.902045,0.361181,0.106688,0.640815E-01,0.141215E-02,3.38131,0.268685E-01,-0.799196E-03,0.152936,773.349
15790_RAW_20Hz_2024-11-15-1230.csv,2024-11-15,12:30,320.5207,1,36000,36000,-0.115192,1,36.9712,1,11.6842,1,-0.339351,1,0.261479,1,4.56431,-0.594861,-2.15821,-0.133123E-01,0.216645E-09,0.226091E-11,17.4283,408.906,410.658,0.00000,1,181.882,4.26735,4.28564,0.00000,1,282.820,281.756,99842.6,1.23253,1007.59,0.234621E-01,0.169439E-01,0.327752E-02,426.177,1114.57,0.265917E-02,38.2369,688.395,268.290,-1.23433,-0.892945,-0.118685,1.52807,-0.263322E-13,0.124306E-13,1.52807,3.84647,58.5216,215.883,-4.45463,-9999,0.305712,0.659591,-67.2623,-1.23888,3.16422,-0.973796E-01,0,517.668,-78.5581,177.699,442.495,674.832,946.462,1417.97,-0.115192,1.00000,37.6538,1.00000,10.7756,1.00000,-2.28775,1.00000,0.241146,1.00000,800000099,800000099,800000099,800000099,800000099,800010099,899999999,899999999,89999,89999,89,89,18,17,0,63,100,9,0.946324,0.268823,0.104035,0.516920E-01,0.726029E-03,7.52602,0.303197E-01,-0.228775E-02,0.241146,771.247
15790_RAW_20Hz_2024-11-15-1300.csv,2024-11-15,13:00,320.5415,1,36000,36000,-0.108183,1,41.1042,1,5.80598,1,0.589058,1,0.129955,1,13.0330,4.22997,-0.415092,0.946793E-01,0.298175E-09,0.314229E-11,17.4053,408.730,410.498,0.00000,1,183.425,4.30737,4.32600,0.00000,1,282.998,281.945,99820.6,1.23142,1007.62,0.234830E-01,0.842110E-02,0.330531E-02,430.079,1128.93,0.268415E-02,38.0963,698.847,268.411,-0.703783,-0.250048,-0.722307E-02,0.746918,0.922989E-13,0.171312E-13,0.746918,4.53898,87.4709,199.560,-0.554088,-9999,0.296399,0.528107,-55.1290,-1.51155,7.07963,-0.111766,0,523.387,-79.4260,179.662,447.383,682.287,956.918,1433.64,-0.108183,1.00000,41.4435,1.00000,4.81812,1.00000,-1.50911,1.00000,0.107844,1.00000,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,0,8,2,26,75,58,0.785946,0.175124,0.951436E-01,0.754236E-01,0.648855E-03,1.90747,0.334007E-01,-0.150911E-02,0.107844,770.305
15790_RAW_20Hz_2024-11-15-1330.csv,2024-11-15,13:30,320.5624,1,36000,36000,-0.193374,1,58.4474,0,20.6686,1,-1.73735,2,0.462693,1,10.5367,1.23392,2.92983,0.276228E-01,-0.162379E-08,-0.171067E-10,17.4441,409.970,411.748,0.00000,1,183.775,4.31905,4.33779,0.00000,1,283.085,282.098,99794.8,1.23043,1007.63,0.235019E-01,0.299825E-01,0.331163E-02,431.135,1140.66,0.269145E-02,37.7970,709.525,268.443,-0.808977E-01,0.262516,0.231142,0.359006,-0.706220E-13,-0.930852E-13,0.359006,3.23104,167.294,107.127,40.0786,-9999,0.396435,0.422084,-92.7485,-0.898452,2.82783,-0.118916,0,441.311,-66.9707,151.488,377.226,575.294,806.858,1208.82,-0.193374,1.00000,59.6565,1.00000,19.2075,1.00000,-4.84222,1.00000,0.429983,1.00000,800000099,800000099,800000099,800000099,800001099,800001099,899999999,899999999,89999,89999,89,89,5,13,1,3,84,46,0.329137,0.254318,0.260713,0.444524E-01,0.455220E-02,4.16396,0.481174E-01,-0.484222E-02,0.429983,772.058
15790_RAW_20Hz_2024-11-15-1400.csv,2024-11-15,14:00,320.5832,1,36000,36000,-0.211029,1,41.9847,1,2.64155,1,3.42125,2,0.591171E-01,1,-21.1235,1.43543,-1.60690,0.321244E-01,-0.470691E-09,-0.498260E-11,17.4294,409.290,411.071,0.00000,1,184.503,4.33263,4.35149,0.00000,1,282.891,281.792,99767.6,1.23142,1007.63,0.234827E-01,0.383079E-02,0.332474E-02,432.372,1117.26,0.269992E-02,38.6992,684.891,268.481,-1.30838,-0.672182,-0.100481E-01,1.47098,-0.346313E-13,-0.270055E-13,1.47098,3.91882,72.4250,207.192,-0.391386,-9999,0.413969,0.793836,-146.988,-0.566916,15.8940,-0.817365E-01,0,705.724,-107.096,242.252,603.242,919.982,1290.29,1933.09,-0.211029,1.00000,42.1389,1.00000,1.64017,1.00000,1.30420,1.00000,0.367066E-01,1.00000,800000099,800000099,800000099,800000099,800000099,800001099,899999999,899999999,89999,89999,89,89,2,47,2,38,94,23,1.24699,0.252777,0.879085E-01,0.614628E-01,0.151802E-02,3.37513,0.339606E-01,0.130420E-02,0.367066E-01,771.324
15790_RAW_20Hz_2024-11-15-1430.csv,2024-11-15,14:30,320.6040,1,36000,36000,-0.718606E-01,0,26.9445,0,6.68257,1,0.338130,1,0.149533,1,-10.1117,-6.21540,-2.27845,-0.139079,-0.448345E-09,-0.469272E-11,17.3954,408.328,410.080,0.00000,1,182.074,4.27387,4.29221,0.00000,1,282.775,281.645,99755.8,1.23194,1007.59,0.234733E-01,0.968973E-02,0.328097E-02,426.457,1106.22,0.266324E-02,38.5509,679.761,268.299,-1.53642,-0.438859,-0.119034,1.60230,0.596081E-13,-0.257737E-13,1.60230,5.29336,82.7713,195.941,-4.26041,-9999,0.241518,0.871431,-45.4788,-1.83228,4.03205,-0.898759E-01,0,363.329,-55.1366,124.719,310.568,473.636,664.281,995.214,-0.718606E-01,1.00000,27.3347,1.00000,6.02689,1.00000,-1.06362,1.00000,0.134861,1.00000,800000099,800000099,800000099,800000099,800001099,800011099,899999999,899999999,89999,89999,89,89,0,7,0,16,110,46,1.12094,0.464586,0.157338,0.273689E-01,0.112332E-02,2.76666,0.220211E-01,-0.106362E-02,0.134861,769.772
15790_RAW_20Hz_2024-11-15-1500.csv,2024-11-15,15:00,320.6249,1,36000,36000,-0.428545E-01,1,17.4705,1,1.65827,1,-0.510973,1,0.371064E-01,1,0.219761,-0.949090,0.939126,-0.212374E-01,0.288775E-09,0.301327E-11,17.4118,408.724,410.475,0.00000,1,181.686,4.26489,4.28316,0.00000,1,282.777,281.648,99753.8,1.23191,1007.59,0.234740E-01,0.240450E-02,0.327398E-02,425.553,1106.46,0.265764E-02,38.4609,680.904,268.271,-1.03041,-0.397526,-0.806770E-01,1.10738,-0.234117E-13,0.165851E-13,1.10738,3.56696,79.4192,201.096,-4.17793,-9999,0.186513,0.500880,-32.3030,-2.57964,10.5354,-0.754632E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.428545E-01,1.00000,17.5673,1.00000,1.24544,1.00000,-1.39626,1.00000,0.278687E-01,1.00000,800000099,800000099,800000099,800000099,800000099,800010099,899999999,899999999,89999,89999,89,89,27,50,6,67,117,52,0.723601,0.220329,0.578297E-01,0.419859E-01,0.786845E-03,1.12155,0.141528E-01,-0.139626E-02,0.278687E-01,770.498
